type,id,locator,portuguese_source,english_applied,reviewed_english,brand,keywords,search_text,notes
food,ecd930da-f2fa-5501-8685-6e3cc91556e2,,Nabo (raiz) cozido,Cooked Turnip Root,,,"[""nabo"",""raiz"",""cozido"",""cooked"",""boiled"",""turnip"",""root""]",cooked turnip root cooked turnip root raiz,
food,e186e109-1785-5c61-a2fe-ffca60935b39,,Nabo (raiz) cru,Raw Turnip Root,,,"[""nabo"",""raiz"",""cru"",""raw"",""turnip"",""root""]",raw turnip root raw turnip root raiz,
food,db887a7f-7281-5287-92ce-7831502c35b9,,Nata maturada pasteurizada 30% gordura,Cultured Cream 30% Fat,,,"[""nata"",""maturada"",""pasteurizada"",""30%"",""gordura"",""cultured"",""cream"",""30"",""fat""]",cultured cream 30 fat cultured cream 30 fat gordura,
food,2af2790b-899f-5555-aa01-0268edfe9ed7,,Nata para bater pasteurizada 34% gordura,Whipping Cream 34% Fat,,,"[""nata"",""bater"",""pasteurizada"",""34%"",""gordura"",""whipping"",""cream"",""34"",""fat""]",whipping cream 34 fat whipping cream 34 fat gordura,
food,cb529a20-4e27-5e05-8466-f41f60f161bd,,Nata pasteurizada 33% gordura,Pasteurized Cream 33% Fat,,,"[""nata"",""pasteurizada"",""33%"",""gordura"",""pasteurized"",""cream"",""33"",""fat""]",pasteurized cream 33 fat pasteurized cream 33 fat gordura,
food,fc42a354-d2a1-5dc8-801b-5276075fbc64,,Nata pasteurizada 36% gordura,Pasteurized Cream 36% Fat,,,"[""nata"",""pasteurizada"",""36%"",""gordura"",""pasteurized"",""cream"",""36"",""fat""]",pasteurized cream 36 fat pasteurized cream 36 fat gordura,
food,2f975bd3-6f37-58e3-8a97-fc7280c14031,,"Nata pasteurizada para café, 15% gordura",Coffee Cream 15% Fat,,,"[""nata"",""pasteurizada"",""café"",""cafe"",""coffee"",""15%"",""gordura"",""cream"",""15"",""fat""]",coffee cream 15 fat coffee cream 15 fat cafe gordura,
food,e6e3c87c-432b-585e-9535-a54ff4bbc5b6,,Nata UHT 35% gordura,UHT Cream 35% Fat,,,"[""nata"",""uht"",""35%"",""gordura"",""cream"",""35"",""fat""]",uht cream 35 fat uht cream 35 fat gordura,
food,9c7c0a53-f8de-5121-946f-69bdc593ba2d,,Nectarina,Nectarina,,,"[""nectarina"",""nectarinas"",""nectarine"",""nectarines"",""fruta"",""fruit""]",nectarina nectarina nectarinas nectarine nectarines,
food,e897dd60-5e12-5d5c-b774-881eccfbe09f,,Noodles,Noodles,,Milaneza,"[""pastas"",""massas"",""seca"",""dry"",""noodles"",""noodle"",""milaneza""]",noodles milaneza noodles milaneza pastas massas noodle,
food,a8b32ed8-ea62-5726-be5a-8da553f53b26,,Noz macadâmia,Noz Macadamia,Macadamia Nut,,"[""noz"",""nut"",""walnut"",""macadâmia"",""macadamia""]",noz macadamia noz macadamia nut walnut,
food,d4c7776f-70d8-5de5-8da8-e539c765a7bd,,Noz pecan,Noz Pecan,Pecan Nut,,"[""noz"",""nut"",""walnut"",""pecan""]",noz pecan noz pecan nut walnut,
food,59837428-0b88-5b4f-969d-079642819328,,"Noz, miolo",Noz,Walnut,,"[""noz"",""nut"",""walnut"",""miolo""]",noz noz nut walnut,
food,69242363-c705-506b-a1cc-63996d4fc108,,Noz-moscada,Noz-moscada,Walnut-moscada,,"[""noz"",""nut"",""walnut"",""moscada"",""nutmeg""]",noz moscada noz moscada nut walnut nutmeg,
food,1fc2a8e2-a555-59f8-abef-b7ac3e7c7095,,Nutella,Nutella,,Nutella,"[""nutella"",""chocolates"",""spreads""]",nutella nutella nutella chocolates,
food,395075e8-4c73-518c-b328-16d7eb0b279c,,Néctar de alperce,Nectar Alperce,Nectar Apricot,,"[""néctar"",""nectar"",""alperce"",""apricot""]",nectar alperce nectar alperce apricot,
food,1bc22b63-76df-5a4f-b633-cf5e8bb62fbd,,Néctar de ananás,Nectar Pineapple,,,"[""néctar"",""nectar"",""ananás"",""ananas"",""ananá"",""pineapple""]",nectar pineapple nectar pineapple,
food,67fcb081-fe3e-56ab-924f-5513bfe65ebf,,Néctar de laranja,Nectar Orange,,,"[""néctar"",""nectar"",""laranja"",""orange""]",nectar orange nectar orange,
food,a5f747af-1acb-5a1e-a13f-321174b9e458,,Néctar de maçã,Nectar Apple,,,"[""néctar"",""nectar"",""maçã"",""maca"",""apple""]",nectar apple nectar apple,
food,e45ed58f-9a79-5211-b268-1267d09446bf,,"Néctar de maçã, light",Nectar Apple Light,,,"[""néctar"",""nectar"",""maçã"",""maca"",""apple"",""light""]",nectar apple light nectar apple light,
food,8a449de2-519b-5a2b-be15-13796adcdf0c,,Néctar de pera,Nectar Pear,,,"[""néctar"",""nectar"",""pera"",""pear""]",nectar pear nectar pear,
food,5d4bb187-a417-528f-a674-c2cd85a23d6a,,Néctar de pêssego,Nectar Peach,,,"[""néctar"",""nectar"",""pêssego"",""pessego"",""peach""]",nectar peach nectar peach,
food,adc7230a-be39-5c4e-a3cb-56fc8b24fc34,,"Néctar de pêssego, light",Nectar Peach Light,,,"[""néctar"",""nectar"",""pêssego"",""pessego"",""peach"",""light""]",nectar peach light nectar peach light,
food,8186c19b-2733-5273-80af-95cb824ba9db,,Néctar de tutti-frutti,Nectar Tutti-frutti,,,"[""néctar"",""nectar"",""tutti"",""frutti""]",nectar tutti frutti nectar tutti frutti,
food,16fd1407-c156-5c54-b32d-13c01945ba50,,Nêspera,Nespera,Loquat,,"[""nêspera"",""nêsperas"",""nespera"",""nesperas"",""loquat"",""loquats"",""fruta"",""fruit""]",nespera nespera nesperas loquat loquats,
food,be7fface-408f-5a5b-8fbf-1df546dfa9c0,,Omelete,Omelete,,,"[""omelete""]",omelete omelete,
food,880d8bdf-afc7-5048-8f13-9682b7e59fe5,,Omelete com manteiga,Omelete Butter,,,"[""omelete"",""manteiga"",""butter""]",omelete butter omelete butter,
food,ffde3816-480d-5d3b-9745-a4d5db2e7c68,,Omelete com margarina,Omelete Margarine,,,"[""omelete"",""margarina"",""margarine""]",omelete margarine omelete margarine margarina,
food,3ea83935-e0de-526d-b412-94f1870bc8ad,,"Orelha de porco, crua",Orelha Pork Raw,"Ear Pork, Raw",,"[""orelha"",""porco"",""pork"",""crua"",""raw""]",orelha pork raw orelha pork raw,
food,5023c47c-1bf6-5aba-920f-104f8c1216a1,,Orégão seco,Oregao Dried,"Oregano, Dried",,"[""orégão"",""oregao"",""seco"",""dried""]",oregao dried oregao dried,
food,db6e6d7f-2ff6-534d-87cd-bb07ce8bcf01,,Orégãos,Oregaos,Oregano,,"[""orégãos"",""oreganos"",""oregaos"",""orégão"",""oregao""]",oregaos oregaos oreganos oregao,
food,4c0322bd-8422-5a38-b089-1006c01dc2cf,,"Ostra, crua",Ostra Raw,"Oyster, Raw",,"[""ostra"",""crua"",""raw""]",ostra raw ostra raw,
food,b0eadadd-5c2b-5de4-bed7-80447c7586d1,,Ovas de bacalhau cruas,Raw Cod Roe,,,"[""ovas"",""bacalhau"",""cod"",""cruas"",""crua"",""raw"",""roe""]",raw cod roe raw cod roe ovas,
food,7736f3f9-e931-5a7d-baf1-fe1f33be510f,,Ovas de pescada cruas,Raw Hake Roe,,,"[""ovas"",""pescada"",""hake"",""fish"",""cruas"",""crua"",""raw"",""roe""]",raw hake roe raw hake roe ovas pescada,
food,a31c4fd7-01b2-5e3e-a48c-854ed362feba,,Ovo,Egg,,,"[""ovos"",""eggs"",""cozidos"",""boiled"",""estrelados"",""fried"",""ovo"",""egg""]",egg egg eggs estrelados,
food,cee14a73-7309-5c57-8f6a-30f853ff1eec,,"Ovo de codorniz, cru",Egg Quail Raw,"Egg Quail, Raw",,"[""ovo"",""egg"",""codorniz"",""cru"",""raw"",""quail""]",egg quail raw egg quail raw codorniz,
food,1fda5390-ba49-5f9e-9049-2f8925446f3d,,"Ovo de galinha inteiro, cru",Raw Whole Chicken Egg,,,"[""ovo"",""egg"",""galinha"",""inteiro"",""cru"",""raw"",""whole"",""chicken""]",raw whole chicken egg raw whole chicken egg galinha inteiro,
food,ca4586d3-f859-5afd-8aa4-92e6aa0d8843,,"Ovo de galinha líquido, pasteurizado",Pasteurized Liquid Chicken Egg,,,"[""ovo"",""egg"",""galinha"",""líquido"",""liquido"",""pasteurizado"",""pasteurized"",""liquid"",""chicken""]",pasteurized liquid chicken egg pasteurized liquid chicken egg galinha pasteurizado,
food,c2c60240-f85f-5d75-ab33-d4b741f7429d,,"Ovo de galinha, cozido",Boiled Chicken Egg,,,"[""ovo"",""egg"",""galinha"",""cozido"",""cooked"",""boiled"",""chicken""]",boiled chicken egg boiled chicken egg galinha,
food,d17fe9f6-1110-57a6-a75d-8f8406e6db65,,"Ovo de galinha, escalfado",Poached Chicken Egg,,,"[""ovo"",""egg"",""galinha"",""escalfado"",""poached"",""chicken""]",poached chicken egg poached chicken egg galinha escalfado,
food,d0f790c8-5c4c-5451-84fc-4c03500202a8,,"Ovo de galinha, estrelado",Fried Chicken Egg,,,"[""ovo"",""egg"",""galinha"",""estrelado"",""fried"",""chicken""]",fried chicken egg fried chicken egg galinha estrelado,
food,e2ad76a2-7b6d-52fe-8c21-16b92bde41c9,,"Ovo de galinha, estrelado com azeite",Fried Chicken Egg with Olive Oil,,,"[""ovo"",""egg"",""galinha"",""estrelado"",""azeite"",""olive"",""oil"",""fried"",""chicken"",""with""]",fried chicken egg with olive oil fried chicken egg with olive oil galinha estrelado,
food,88ac850d-233d-5bab-badd-5a2e3bfd18bf,,"Ovo de galinha, estrelado com manteiga",Fried Chicken Egg with Butter,,,"[""ovo"",""egg"",""galinha"",""estrelado"",""manteiga"",""butter"",""fried"",""chicken"",""with""]",fried chicken egg with butter fried chicken egg with butter galinha estrelado,
food,bd8047f5-7652-5900-9544-409293333526,,"Ovo de galinha, estrelado com margarina",Fried Chicken Egg with Margarine,,,"[""ovo"",""egg"",""galinha"",""estrelado"",""margarina"",""margarine"",""fried"",""chicken"",""with""]",fried chicken egg with margarine fried chicken egg with margarine galinha estrelado margarina,
food,1c69bd72-f825-5747-899b-d7358e7ab608,,"Ovo de galinha, mexido com manteiga",Scrambled Chicken Egg with Butter,,,"[""ovo"",""egg"",""galinha"",""mexido"",""manteiga"",""butter"",""scrambled"",""chicken"",""with""]",scrambled chicken egg with butter scrambled chicken egg with butter galinha mexido,
food,3d2d8906-107a-57f0-894c-249fc0c604cc,,"Ovo de galinha, mexido com margarina",Scrambled Chicken Egg with Margarine,,,"[""ovo"",""egg"",""galinha"",""mexido"",""margarina"",""margarine"",""scrambled"",""chicken"",""with""]",scrambled chicken egg with margarine scrambled chicken egg with margarine galinha mexido margarina,
food,d5fbfe82-aab8-5ecf-8496-b76637039dd2,,Ovo estrelado em azeite,Fried Egg with Olive Oil,,,"[""ovos"",""eggs"",""fried"",""azeite"",""olive"",""oil"",""estrelados"",""ovo"",""egg"",""estrelado"",""with""]",fried egg with olive oil fried egg with olive oil eggs estrelados estrelado,
food,49cee606-7fee-527a-8c94-7e418fbc5ac7,,Ovo Kinder Surpresa,Egg Kinder Surpresa,,Kinder,"[""ovo"",""kinder"",""suspresa"",""egg"",""surprise"",""surpresa""]",egg kinder surpresa kinder egg kinder surpresa suspresa surprise,
food,119f68ff-9eca-5fe9-a732-1874978a88b5,,Ovo mexido com leite e margarina,Scrambled Egg with Milk and Margarine,,,"[""ovo"",""egg"",""mexido"",""leite"",""milk"",""margarina"",""margarine"",""scrambled"",""with"",""and""]",scrambled egg with milk and margarine scrambled egg with milk and margarine mexido margarina,
food,8dbd4672-219c-50ad-bc35-bfa272bcd511,,Paio de lombo,Loin Paio,Loin Cured Loin Sausage,,"[""paio"",""lombo"",""loin""]",loin paio loin paio lombo,
food,32428694-9ab7-5a96-9395-40f8436f5697,,Paio de lombo entremeado,Streaky Loin Paio,Streaky Loin Cured Loin Sausage,,"[""paio"",""lombo"",""loin"",""entremeado"",""streaky""]",streaky loin paio streaky loin paio lombo entremeado,
food,60a610fa-87c2-52d8-99a4-5db14bde850e,,Papaia,Papaia,,,"[""papaia""]",papaia papaia,
food,54f383eb-280d-5a63-b4a2-e82f312854c6,,Papaia desidratada,Dehydrated Papaia,,,"[""papaia"",""desidratada"",""dehydrated"",""dried""]",dehydrated papaia dehydrated papaia,
food,df13cb59-cc69-5cba-a8bd-ed6179d39ce0,,"Pargo legítimo assado com cebola, tomate e azeite",Seabream Legitimo Roasted Onion Tomato Olive Oil,,,"[""pargo"",""legítimo"",""legitimo"",""assado"",""roasted"",""cebola"",""onion"",""tomate"",""tomato"",""azeite"",""olive"",""oil"",""seabream""]",seabream legitimo roasted onion tomato olive oil seabream legitimo roasted onion tomato olive oil pargo,
food,4b9a8525-cb16-5f97-961b-b82ed078400e,,Pargo legítimo cozido,Seabream Legitimo Cooked,"Seabream Legitimo, Cooked",,"[""pargo"",""legítimo"",""legitimo"",""cozido"",""cooked"",""boiled"",""seabream""]",seabream legitimo cooked seabream legitimo cooked pargo,
food,fc0801e3-7f17-5778-822f-7ee1e1e6c82c,,Pargo legítimo cru,Seabream Legitimo Raw,"Seabream Legitimo, Raw",,"[""pargo"",""legítimo"",""legitimo"",""cru"",""raw"",""seabream""]",seabream legitimo raw seabream legitimo raw pargo,
food,a9b4d2ce-22d9-5711-8040-6c1f77c68d92,,"Pargo mulato assado com cebola, tomate e azeite",Seabream Mulato Roasted Onion Tomato Olive Oil,,,"[""pargo"",""mulato"",""assado"",""roasted"",""cebola"",""onion"",""tomate"",""tomato"",""azeite"",""olive"",""oil"",""seabream""]",seabream mulato roasted onion tomato olive oil seabream mulato roasted onion tomato olive oil pargo,
food,2f7a2876-0bea-5ec1-b90b-e222bf0cd358,,Pargo mulato cozido,Seabream Mulato Cooked,"Seabream Mulato, Cooked",,"[""pargo"",""mulato"",""cozido"",""cooked"",""boiled"",""seabream""]",seabream mulato cooked seabream mulato cooked pargo,
food,91b494bd-15f2-52df-980e-f369c5b4cd8c,,Pargo mulato cru,Seabream Mulato Raw,"Seabream Mulato, Raw",,"[""pargo"",""mulato"",""cru"",""raw"",""seabream""]",seabream mulato raw seabream mulato raw pargo,
food,d14a3c45-117b-527e-8db8-9a0db73569a7,,Pasta,Pasta,,,"[""pastas"",""massas"",""seca"",""dry"",""pasta""]",pasta pasta pastas massas,
food,848be621-e0bc-595f-b96c-34126991aeed,,Pasta (cozida),Pasta (cooked),,,"[""pastas"",""massas"",""seca"",""dry"",""pasta"",""cozida"",""cooked"",""boiled""]",pasta cooked pasta cooked pastas massas,
food,b867cb23-0098-5e3b-99be-bc8d566eaf19,,"Pasta de fígado de aves (paté), caseira ",Homemade Poultry Liver Pate,,,"[""pasta"",""fígado"",""figado"",""aves"",""paté"",""pate"",""caseira"",""homemade"",""poultry"",""liver""]",homemade poultry liver pate homemade poultry liver pate pasta figado aves caseira,
food,3176fab9-1b55-56c2-9054-1f553ad29bf0,,Pasta de fígado de porco (paté),Pork Liver Pate,,,"[""pasta"",""fígado"",""figado"",""porco"",""pork"",""paté"",""pate"",""liver""]",pork liver pate pork liver pate pasta figado,
food,2e8f821a-6b89-5e55-9a02-ab2a4316c383,,Pastel de bacalhau,Pastel Cod,Pastry Cod,,"[""pastel"",""bacalhau"",""cod""]",pastel cod pastel cod,
food,505e2a7d-7bc5-58b8-b40a-059a74f9d362,,Pastel de feijão,Pastel Bean,Pastry Bean,,"[""pastel"",""feijão"",""feijao"",""bean"",""beans""]",pastel bean pastel bean beans,
food,a602a025-6be7-548e-8382-278ef8d69d09,,Pastel de Nata,Pastel,Pastry,,"[""pastel"",""natas"",""belém"",""pasteis"",""custard"",""tarts"",""nata"",""belem""]",pastel pastel belem pasteis custard tarts,
food,3fa9ce62-ecf3-5a72-a52c-733443bbd499,,Pastel folhado,Pastel Folhado,Pastry Puff Pastry,,"[""pastel"",""folhado""]",pastel folhado pastel folhado,
food,9ed72cd8-170d-5df4-852e-ed0ac13b6cb9,,Pastilha elástica,Pastilha Elastica,Chewing Gum,,"[""pastilha"",""elástica"",""elastica""]",pastilha elastica pastilha elastica,
food,cbbf1e91-30d7-5ac0-ae17-41bc49f6f61d,,Patanisca de Bacalhau,Patanisca Cod,,,"[""pataniscas"",""bacalhau"",""codfish"",""fritters"",""salt"",""cod"",""patanisca""]",patanisca cod patanisca cod pataniscas codfish fritters,
food,01b026f2-0a6f-50cf-bfab-a589c13e1e99,,"Pato com pele, assado sem molho",Pato with Skin Roasted Sauce,"Duck with Skin, Roasted without Sauce",,"[""pato"",""duck"",""pele"",""assado"",""roasted"",""molho"",""sauce"",""with"",""skin""]",pato with skin roasted sauce pato with skin roasted sauce duck pele,
food,04e7b9b7-5359-549c-9b55-486c0415036c,,"Pato com pele, cru",Pato with Skin Raw,"Duck with Skin, Raw",,"[""pato"",""duck"",""pele"",""cru"",""raw"",""with"",""skin""]",pato with skin raw pato with skin raw duck pele,
food,3f8162fc-a923-5f65-8a09-bf77e6abb711,,"Pato sem pele, assado com margarina",Pato Skinless Roasted Margarine,Duck Skinless Roasted Margarine,,"[""pato"",""duck"",""pele"",""assado"",""roasted"",""margarina"",""margarine"",""skinless""]",pato skinless roasted margarine pato skinless roasted margarine duck pele margarina,
food,5dea4d79-df32-595f-9f81-f8d637b871c0,,"Pato sem pele, cru",Pato Skinless Raw,"Duck Skinless, Raw",,"[""pato"",""duck"",""pele"",""cru"",""raw"",""skinless""]",pato skinless raw pato skinless raw duck pele,
food,23e94faa-f373-565b-ae70-852e0c1e480e,,"Pato sem pele, estufado com margarina",Pato Skinless Stewed Margarine,Duck Skinless Stewed Margarine,,"[""pato"",""duck"",""pele"",""estufado"",""stewed"",""margarina"",""margarine"",""skinless""]",pato skinless stewed margarine pato skinless stewed margarine duck pele estufado margarina,
food,9be6bfd5-0d8a-5abe-a910-7818b11d0a93,,Peito de cabrito cru,Breast Kid Goat Raw,"Breast Kid Goat, Raw",,"[""peito"",""cabrito"",""cru"",""raw"",""breast"",""kid"",""goat""]",breast kid goat raw breast kid goat raw peito cabrito,
food,1c45f41d-09e0-52b7-bfe2-990d39b5a645,,Peito de cabrito estufado com azeite e margarina,Breast Kid Goat Stewed Olive Oil Margarine,,,"[""peito"",""cabrito"",""estufado"",""stewed"",""azeite"",""olive"",""oil"",""margarina"",""margarine"",""breast"",""kid"",""goat""]",breast kid goat stewed olive oil margarine breast kid goat stewed olive oil margarine peito cabrito estufado margarina,
food,59eea4d9-21dd-50e6-9f94-32dadd8d789d,,Peito de cabrito estufado com azeite e óleo alimentar,Breast Kid Goat Stewed Olive Oil Cooking Oil,,,"[""peito"",""cabrito"",""estufado"",""stewed"",""azeite"",""olive"",""oil"",""óleo"",""oleo"",""alimentar"",""breast"",""kid"",""goat"",""cooking""]",breast kid goat stewed olive oil cooking oil breast kid goat stewed olive oil cooking peito cabrito estufado oleo alimentar,
food,0a3600eb-62a3-543c-b5d2-2cd6a3b4a188,,Peito de cabrito estufado com manteiga e óleo alimentar,Breast Kid Goat Stewed Butter Cooking Oil,,,"[""peito"",""cabrito"",""estufado"",""stewed"",""manteiga"",""butter"",""óleo"",""oleo"",""oil"",""alimentar"",""breast"",""kid"",""goat"",""cooking""]",breast kid goat stewed butter cooking oil breast kid goat stewed butter cooking oil peito cabrito estufado oleo alimentar,
food,7c61adfa-618b-5691-bb4b-dd65b0587214,,Peito de cabrito estufado com margarina e óleo alimentar,Breast Kid Goat Stewed Margarine Cooking Oil,,,"[""peito"",""cabrito"",""estufado"",""stewed"",""margarina"",""margarine"",""óleo"",""oleo"",""oil"",""alimentar"",""breast"",""kid"",""goat"",""cooking""]",breast kid goat stewed margarine cooking oil breast kid goat stewed margarine cooking oil peito cabrito estufado margarina oleo alimentar,
food,2cdde33d-b72b-587c-b3a7-33411a34ee46,,"Peito de cabrito estufado, sem molho",Breast Kid Goat Stewed Sauce,"Breast Kid Goat, Stewed without Sauce",,"[""peito"",""cabrito"",""estufado"",""stewed"",""molho"",""sauce"",""breast"",""kid"",""goat""]",breast kid goat stewed sauce breast kid goat stewed sauce peito cabrito estufado,
food,c8535de5-9631-5f03-873c-c29957fc0670,,Peito de cabrito grelhado,Breast Kid Goat Grilled,"Breast Kid Goat, Grilled",,"[""peito"",""cabrito"",""grelhado"",""grilled"",""breast"",""kid"",""goat""]",breast kid goat grilled breast kid goat grilled peito cabrito,
food,1a1f5f1f-f785-548b-b7f4-1ec66c1cc58e,,"Peito de carneiro gordo, cozido",Breast Mutton Cooked,"Breast Mutton, Cooked",,"[""peito"",""carneiro"",""mutton"",""lamb"",""gordo"",""fatty"",""cozido"",""cooked"",""boiled"",""breast""]",breast mutton cooked breast mutton cooked peito carneiro lamb fatty,
food,5edf527e-a4af-5d6f-b668-307f18b7ebce,,"Peito de carneiro gordo, cru",Breast Mutton Raw,"Breast Mutton, Raw",,"[""peito"",""carneiro"",""mutton"",""lamb"",""gordo"",""fatty"",""cru"",""raw"",""breast""]",breast mutton raw breast mutton raw peito carneiro lamb fatty,
food,1536b9b6-0319-5c1b-b56e-7844f9097005,,"Peito de frango com pele, cozido",Breast Chicken with Skin Cooked,"Breast Chicken with Skin, Cooked",,"[""peito"",""frango"",""chicken"",""pele"",""cozido"",""cooked"",""boiled"",""breast"",""with"",""skin""]",breast chicken with skin cooked breast chicken with skin cooked peito frango pele,
